index0,index1,index2,I.val
29,32,13,0.001104966136503994
29,32,14,0.001116421824583911
29,32,15,0.001081167233630124
29,32,16,0.00107021247846245
29,32,17,0.001050642252290124
29,32,18,0.001041188631170039
29,32,19,0.001009998778247289
29,32,20,0.001069007330956782
29,32,21,0.001099187621675368
29,32,22,0.001083798286535044
29,32,23,0.001122582397614845
29,32,24,0.001157614048221925
30,33,1,3.414335841500638e-06
30,33,2,3.414349520947102e-06
30,33,3,3.13581923477857e-06
30,33,4,3.00099857974967e-06
30,33,5,3.001054101392508e-06
30,33,6,3.273719478114057e-06
30,33,7,4.00731704625068e-06
30,33,8,5.356389076542784e-06
30,33,9,6.881323931472847e-06
30,33,10,7.898448542523198e-06
30,33,11,8.370309887617079e-06
30,33,12,8.594168007908598e-06
30,33,13,8.592590514961101e-06
30,33,14,9.018798556073258e-06
30,33,15,9.283912495985972e-06
30,33,16,1.000390035440723e-05
30,33,17,1.07462384075506e-05
30,33,18,1.125791286379419e-05
30,33,19,1.074588177134528e-05
30,33,20,9.520345879333104e-06
30,33,21,7.926871038699767e-06
30,33,22,6.455611004233482e-06
30,33,23,5.335181561578897e-06
30,33,24,4.647237790089687e-06
32,34,1,0.0009222593555366185
32,34,2,0.0003261774251196728
32,34,3,0.001359065252869136
32,34,4,0.001370753192085307
32,34,5,0.001379557047045669
32,34,6,0.001385439177665865
32,34,7,0.001385448123327413
32,34,8,0.001382493820705478
32,34,9,0.001376614468719375
32,34,10,0.001384946821964308
32,34,11,0.001341684041436982
32,34,12,0.001312987085321489
32,34,13,0.001281992888327797
32,34,14,0.001299532464692401
32,34,15,0.001263008867801843
32,34,16,0.001258096990831578
32,34,17,0.001243494684698165
32,34,18,0.001237694877432909
32,34,19,0.001197999766191527
32,34,20,0.001251942954785504
32,34,21,0.001268357492339423
32,34,22,0.001234681983475975
32,34,23,0.001262321161875584
32,34,24,0.001290282120652672
